hidden_layers,activation_fn,learning_rate,batch_size,epochs,test_loss,test_accuracy
[64],Sigmoid,0.1,128,25,0.07001301646232605,0.9725000262260437
[64],Sigmoid,0.1,128,50,0.05321795120835304,0.9825000166893005
[64],Sigmoid,0.1,128,100,0.04210364818572998,0.9775000214576721
[64],Sigmoid,0.1,128,250,0.04861247166991234,0.9850000143051147
[64],Sigmoid,0.1,256,1,0.39773261547088623,0.862500011920929
[64],Sigmoid,0.1,256,10,0.3288148045539856,0.8799999952316284
[64],Sigmoid,0.1,256,25,0.11190742254257202,0.9599999785423279
[64],Sigmoid,0.1,256,50,0.06540833413600922,0.9750000238418579
[64],Sigmoid,0.1,256,100,0.0629877969622612,0.9775000214576721
[64],Sigmoid,0.1,256,250,0.03484414517879486,0.9825000166893005
[64],Sigmoid,0.1,512,1,0.6724056005477905,0.5350000262260437
[64],Sigmoid,0.1,512,10,0.3532738983631134,0.8500000238418579
[64],Sigmoid,0.1,512,25,0.2190362513065338,0.9150000214576721
[64],Sigmoid,0.1,512,50,0.10050112754106522,0.9674999713897705
[64],Sigmoid,0.1,512,100,0.05365888029336929,0.9750000238418579
[64],Sigmoid,0.1,512,250,0.038556113839149475,0.9850000143051147
[64],Sigmoid,0.01,16,1,0.36768990755081177,0.824999988079071
[64],Sigmoid,0.01,16,10,0.2770386338233948,0.8774999976158142
[64],Sigmoid,0.01,16,25,0.11356864124536514,0.9574999809265137
[64],Sigmoid,0.01,16,50,0.06443087756633759,0.9800000190734863
[64],Sigmoid,0.01,16,100,0.047715939581394196,0.9800000190734863
[64],Sigmoid,0.01,16,250,0.05872925743460655,0.9825000166893005
[64],Sigmoid,0.01,32,1,0.3474103510379791,0.8500000238418579
[64],Sigmoid,0.01,32,10,0.3065589666366577,0.8675000071525574
[64],Sigmoid,0.01,32,25,0.15430307388305664,0.9399999976158142
[64],Sigmoid,0.01,32,50,0.08792728185653687,0.9649999737739563
[64],Sigmoid,0.01,32,100,0.05498562380671501,0.9750000238418579
[64],Sigmoid,0.01,32,250,0.03592774271965027,0.9850000143051147
[64],Sigmoid,0.01,64,1,0.36571553349494934,0.8600000143051147
[64],Sigmoid,0.01,64,10,0.3410685658454895,0.8650000095367432
[64],Sigmoid,0.01,64,25,0.2122720330953598,0.9075000286102295
[64],Sigmoid,0.01,64,50,0.12034530937671661,0.9524999856948853
[64],Sigmoid,0.01,64,100,0.06937705725431442,0.9700000286102295
[64],Sigmoid,0.01,64,250,0.05425505340099335,0.9800000190734863
[64],Sigmoid,0.01,128,1,0.4534624218940735,0.8475000262260437
[64],Sigmoid,0.01,128,10,0.34151455760002136,0.8525000214576721
[64],Sigmoid,0.01,128,25,0.31368646025657654,0.8774999976158142
[64],Sigmoid,0.01,128,50,0.1918250024318695,0.9175000190734863
[64],Sigmoid,0.01,128,100,0.10954627394676208,0.9549999833106995
[64],Sigmoid,0.01,128,250,0.06793119758367538,0.9725000262260437
[64],Sigmoid,0.01,256,1,0.5426681041717529,0.6974999904632568
[64],Sigmoid,0.01,256,10,0.3422679007053375,0.8475000262260437
[64],Sigmoid,0.01,256,25,0.3390965759754181,0.8500000238418579
[64],Sigmoid,0.01,256,50,0.26175954937934875,0.8899999856948853
[64],Sigmoid,0.01,256,100,0.15233759582042694,0.9424999952316284
[64],Sigmoid,0.01,256,250,0.08395491540431976,0.9624999761581421
[64],Sigmoid,0.01,512,1,0.6414090991020203,0.6850000023841858
[64],Sigmoid,0.01,512,10,0.3448302149772644,0.8500000238418579
[64],Sigmoid,0.01,512,25,0.3463817238807678,0.8525000214576721
[64],Sigmoid,0.01,512,50,0.3328673839569092,0.862500011920929
[64],Sigmoid,0.01,512,100,0.2124527096748352,0.8999999761581421
[64],Sigmoid,0.01,512,250,0.11980945616960526,0.9524999856948853
[64],Sigmoid,0.001,16,1,0.5231254696846008,0.7124999761581421
[64],Sigmoid,0.001,16,10,0.3440774083137512,0.8525000214576721
[64],Sigmoid,0.001,16,25,0.3401474356651306,0.8500000238418579
[64],Sigmoid,0.001,16,50,0.3221277594566345,0.8650000095367432
[64],Sigmoid,0.001,16,100,0.2233605831861496,0.8974999785423279
[64],Sigmoid,0.001,16,250,0.10461217164993286,0.9549999833106995
[64],Sigmoid,0.001,32,1,0.5678331255912781,0.6850000023841858
[64],Sigmoid,0.001,32,10,0.3491600453853607,0.8500000238418579
[64],Sigmoid,0.001,32,25,0.34484413266181946,0.8525000214576721
[64],Sigmoid,0.001,32,50,0.3477048873901367,0.8500000238418579
[64],Sigmoid,0.001,32,100,0.2999809682369232,0.887499988079071
[64],Sigmoid,0.001,32,250,0.14803370833396912,0.9325000047683716
[64],Sigmoid,0.001,64,1,0.5980584621429443,0.6850000023841858
[64],Sigmoid,0.001,64,10,0.36792781949043274,0.8550000190734863
[64],Sigmoid,0.001,64,25,0.34491854906082153,0.8525000214576721
[64],Sigmoid,0.001,64,50,0.3432614803314209,0.8525000214576721
[64],Sigmoid,0.001,64,100,0.3312923312187195,0.8575000166893005
[64],Sigmoid,0.001,64,250,0.20634156465530396,0.8974999785423279
[64],Sigmoid,0.001,128,1,0.6017012000083923,0.6924999952316284
[64],Sigmoid,0.001,128,10,0.47283127903938293,0.800000011920929
[64],Sigmoid,0.001,128,25,0.34854891896247864,0.8500000238418579
[64],Sigmoid,0.001,128,50,0.3427067995071411,0.8525000214576721
[64],Sigmoid,0.001,128,100,0.34149375557899475,0.8550000190734863
[64],Sigmoid,0.001,128,250,0.2711479663848877,0.8924999833106995
[64],Sigmoid,0.001,256,1,0.7195469737052917,0.3174999952316284
[64],Sigmoid,0.001,256,10,0.5697195529937744,0.6850000023841858
[64],Sigmoid,0.001,256,25,0.3792625069618225,0.8550000190734863
[64],Sigmoid,0.001,256,50,0.34717807173728943,0.8500000238418579
[64],Sigmoid,0.001,256,100,0.3436475396156311,0.8500000238418579
[64],Sigmoid,0.001,256,250,0.3269899785518646,0.8675000071525574
[64],Sigmoid,0.001,512,1,0.7988479733467102,0.3149999976158142
[64],Sigmoid,0.001,512,10,0.5594408512115479,0.6875
[64],Sigmoid,0.001,512,25,0.4818875789642334,0.7699999809265137
[64],Sigmoid,0.001,512,50,0.3939109742641449,0.8500000238418579
[64],Sigmoid,0.001,512,100,0.34889861941337585,0.8525000214576721
[64],Sigmoid,0.001,512,250,0.3424915373325348,0.8550000190734863
[64],Sigmoid,0.0001,16,1,0.6295942664146423,0.6850000023841858
[64],Sigmoid,0.0001,16,10,0.5377348065376282,0.6974999904632568
[64],Sigmoid,0.0001,16,25,0.4159277081489563,0.862500011920929
[64],Sigmoid,0.0001,16,50,0.35605964064598083,0.8525000214576721
[64],Sigmoid,0.0001,16,100,0.34461966156959534,0.8500000238418579
[64],Sigmoid,0.0001,16,250,0.342252641916275,0.8525000214576721
[64],Sigmoid,0.0001,32,1,0.6397188305854797,0.6850000023841858
[64],Sigmoid,0.0001,32,10,0.5745534896850586,0.6850000023841858
[64],Sigmoid,0.0001,32,25,0.47339820861816406,0.7799999713897705
[64],Sigmoid,0.0001,32,50,0.39225155115127563,0.862500011920929
[64],Sigmoid,0.0001,32,100,0.3495653569698334,0.8500000238418579
[64],Sigmoid,0.0001,32,250,0.34286952018737793,0.8500000238418579
[64],Sigmoid,0.0001,64,1,0.8259207010269165,0.3125
[64],Sigmoid,0.0001,64,10,0.5699684023857117,0.6850000023841858
[64],Sigmoid,0.0001,64,25,0.5606774091720581,0.6899999976158142
[64],Sigmoid,0.0001,64,50,0.44204097986221313,0.8399999737739563
[64],Sigmoid,0.0001,64,100,0.3723912835121155,0.8550000190734863
[64],Sigmoid,0.0001,64,250,0.3439633548259735,0.8525000214576721
[64],Sigmoid,0.0001,128,1,0.6853212714195251,0.5550000071525574
[64],Sigmoid,0.0001,128,10,0.6331813335418701,0.6850000023841858
[64],Sigmoid,0.0001,128,25,0.5853199362754822,0.6850000023841858
[64],Sigmoid,0.0001,128,50,0.5197412371635437,0.7225000262260437
[64],Sigmoid,0.0001,128,100,0.42505210638046265,0.8525000214576721
[64],Sigmoid,0.0001,128,250,0.3502691686153412,0.8525000214576721
[64],Sigmoid,0.0001,256,1,0.6720291972160339,0.6274999976158142
[64],Sigmoid,0.0001,256,10,0.6953708529472351,0.5149999856948853
[64],Sigmoid,0.0001,256,25,0.5774152278900146,0.6875
[64],Sigmoid,0.0001,256,50,0.5764390826225281,0.6850000023841858
[64],Sigmoid,0.0001,256,100,0.5140010118484497,0.7425000071525574
[64],Sigmoid,0.0001,256,250,0.38896065950393677,0.8600000143051147
[64],Sigmoid,0.0001,512,1,0.7028989195823669,0.4000000059604645
[64],Sigmoid,0.0001,512,10,0.6408949494361877,0.6850000023841858
[64],Sigmoid,0.0001,512,25,0.6056772470474243,0.6850000023841858
[64],Sigmoid,0.0001,512,50,0.6016769409179688,0.6850000023841858
[64],Sigmoid,0.0001,512,100,0.5674923062324524,0.6850000023841858
[64],Sigmoid,0.0001,512,250,0.45341846346855164,0.8199999928474426
[64],Tanh,10.0,16,1,41.971275329589844,0.7900000214576721
[64],Tanh,10.0,16,10,111.40327453613281,0.7250000238418579
[64],Tanh,10.0,16,25,87.9187240600586,0.699999988079071
[64],Tanh,10.0,16,50,76.0696792602539,0.7799999713897705
[64],Tanh,10.0,16,100,47.6490478515625,0.7799999713897705
[64],Tanh,10.0,16,250,49.5852165222168,0.8025000095367432
[64],Tanh,10.0,32,1,27.65604019165039,0.7649999856948853
[64],Tanh,10.0,32,10,37.8437614440918,0.8174999952316284
[64],Tanh,10.0,32,25,41.045597076416016,0.7400000095367432
[64],Tanh,10.0,32,50,46.681358337402344,0.7875000238418579
[64],Tanh,10.0,32,100,37.68608093261719,0.8500000238418579
[64],Tanh,10.0,32,250,30.3730411529541,0.8399999737739563
[64],Tanh,10.0,64,1,57.560001373291016,0.7649999856948853
[64],Tanh,10.0,64,10,25.89690589904785,0.762499988079071
[64],Tanh,10.0,64,25,37.65096664428711,0.7275000214576721
[64],Tanh,10.0,64,50,13.738286972045898,0.8125
[64],Tanh,10.0,64,100,16.287979125976562,0.8075000047683716
[64],Tanh,10.0,64,250,34.44862365722656,0.800000011920929
[64],Tanh,10.0,128,1,71.36107635498047,0.7900000214576721
[64],Tanh,10.0,128,10,9.650421142578125,0.7850000262260437
[64],Tanh,10.0,128,25,13.617975234985352,0.8050000071525574
[64],Tanh,10.0,128,50,12.959569931030273,0.8050000071525574
[64],Tanh,10.0,128,100,14.788311004638672,0.8274999856948853
[64],Tanh,10.0,128,250,12.244010925292969,0.8399999737739563
[64],Tanh,10.0,256,1,99.0046157836914,0.7950000166893005
[64],Tanh,10.0,256,10,7.135638236999512,0.8550000190734863
[64],Tanh,10.0,256,25,5.9391069412231445,0.8374999761581421
[64],Tanh,10.0,256,50,7.139777660369873,0.8224999904632568
[64],Tanh,10.0,256,100,6.608128547668457,0.7900000214576721
[64],Tanh,10.0,256,250,9.743904113769531,0.8675000071525574
[64],Tanh,10.0,512,1,74.32855224609375,0.8399999737739563
[64],Tanh,10.0,512,10,9.935569763183594,0.8125
[64],Tanh,10.0,512,25,6.944459438323975,0.7900000214576721
[64],Tanh,10.0,512,50,11.47421646118164,0.7875000238418579
[64],Tanh,10.0,512,100,9.151193618774414,0.8374999761581421
[64],Tanh,10.0,512,250,8.994353294372559,0.8050000071525574
[64],Tanh,1.0,16,1,3.0997955799102783,0.7799999713897705
[64],Tanh,1.0,16,10,4.515037536621094,0.8500000238418579
[64],Tanh,1.0,16,25,2.8055732250213623,0.9024999737739563
[64],Tanh,1.0,16,50,5.741994857788086,0.8774999976158142
[64],Tanh,1.0,16,100,4.812456130981445,0.9100000262260437
[64],Tanh,1.0,16,250,4.485621452331543,0.9325000047683716
[64],Tanh,1.0,32,1,3.8640732765197754,0.800000011920929
[64],Tanh,1.0,32,10,3.5469939708709717,0.8174999952316284
[64],Tanh,1.0,32,25,2.8077759742736816,0.8424999713897705
[64],Tanh,1.0,32,50,2.7452611923217773,0.9024999737739563
[64],Tanh,1.0,32,100,4.160802364349365,0.8899999856948853
[64],Tanh,1.0,32,250,3.8368890285491943,0.9150000214576721
[64],Tanh,1.0,64,1,5.189176082611084,0.7350000143051147
[64],Tanh,1.0,64,10,1.407640814781189,0.8924999833106995
[64],Tanh,1.0,64,25,2.957676649093628,0.8450000286102295
[64],Tanh,1.0,64,50,0.9947392344474792,0.9399999976158142
[64],Tanh,1.0,64,100,1.978908658027649,0.9300000071525574
[64],Tanh,1.0,64,250,2.144353151321411,0.9300000071525574
[64],Tanh,1.0,128,1,4.220205307006836,0.7574999928474426
[64],Tanh,1.0,128,10,0.7522113919258118,0.887499988079071
[64],Tanh,1.0,128,25,0.859204113483429,0.9024999737739563
[64],Tanh,1.0,128,50,0.9267408847808838,0.9225000143051147
[64],Tanh,1.0,128,100,1.0762088298797607,0.9350000023841858
[64],Tanh,1.0,128,250,1.8318008184432983,0.9449999928474426
[64],Tanh,1.0,256,1,7.810687065124512,0.7774999737739563
[64],Tanh,1.0,256,10,0.7500911951065063,0.8924999833106995
[64],Tanh,1.0,256,25,0.5075404644012451,0.9399999976158142
[64],Tanh,1.0,256,50,0.9393967986106873,0.9150000214576721
[64],Tanh,1.0,256,100,0.4773384928703308,0.9624999761581421
[64],Tanh,1.0,256,250,0.47581741213798523,0.9649999737739563
[64],Tanh,1.0,512,1,7.503662586212158,0.8299999833106995
[64],Tanh,1.0,512,10,2.173243761062622,0.8274999856948853
[64],Tanh,1.0,512,25,1.015761137008667,0.8349999785423279
[64],Tanh,1.0,512,50,0.32816287875175476,0.9424999952316284
[64],Tanh,1.0,512,100,0.6324473023414612,0.925000011920929
[64],Tanh,1.0,512,250,1.0243958234786987,0.9399999976158142
[64],Tanh,0.1,16,1,0.4981051981449127,0.8274999856948853
[64],Tanh,0.1,16,10,0.2344735562801361,0.9524999856948853
[64],Tanh,0.1,16,25,0.19416484236717224,0.9674999713897705
[64],Tanh,0.1,16,50,0.2059493213891983,0.9775000214576721
[64],Tanh,0.1,16,100,0.45110419392585754,0.9649999737739563
[64],Tanh,0.1,16,250,0.226959690451622,0.9825000166893005
[64],Tanh,0.1,32,1,0.4400995969772339,0.8349999785423279
[64],Tanh,0.1,32,10,0.11160904169082642,0.9674999713897705
[64],Tanh,0.1,32,25,0.1901443600654602,0.9624999761581421
[64],Tanh,0.1,32,50,0.17126548290252686,0.9750000238418579
[64],Tanh,0.1,32,100,0.061365384608507156,0.9850000143051147
[64],Tanh,0.1,32,250,0.09986792504787445,0.9850000143051147
[64],Tanh,0.1,64,1,0.32211053371429443,0.8600000143051147
[64],Tanh,0.1,64,10,0.09591236710548401,0.9649999737739563
[64],Tanh,0.1,64,25,0.04899808019399643,0.9825000166893005
[64],Tanh,0.1,64,50,0.07903667539358139,0.9775000214576721
[64],Tanh,0.1,64,100,0.1369425356388092,0.9850000143051147
[64],Tanh,0.1,64,250,0.03105752170085907,0.9850000143051147
[64],Tanh,0.1,128,1,0.4888913035392761,0.8199999928474426
[64],Tanh,0.1,128,10,0.10389865189790726,0.9549999833106995
[64],Tanh,0.1,128,25,0.0607200525701046,0.9674999713897705
[64],Tanh,0.1,128,50,0.03765261173248291,0.9900000095367432
[64],Tanh,0.1,128,100,0.050898123532533646,0.987500011920929
[64],Tanh,0.1,128,250,0.07085077464580536,0.987500011920929
[64],Tanh,0.1,256,1,0.6328334212303162,0.7674999833106995
[64],Tanh,0.1,256,10,0.14289431273937225,0.9399999976158142
[64],Tanh,0.1,256,25,0.06903140246868134,0.9700000286102295
[64],Tanh,0.1,256,50,0.060613714158535004,0.9825000166893005
[64],Tanh,0.1,256,100,0.05793865770101547,0.9775000214576721
[64],Tanh,0.1,256,250,0.03959697112441063,0.987500011920929
[64],Tanh,0.1,512,1,0.5554999113082886,0.7524999976158142
[64],Tanh,0.1,512,10,0.274568647146225,0.8700000047683716
[64],Tanh,0.1,512,25,0.1338203102350235,0.9350000023841858
[64],Tanh,0.1,512,50,0.06491217017173767,0.9775000214576721
[64],Tanh,0.1,512,100,0.07070562243461609,0.9775000214576721
[64],Tanh,0.1,512,250,0.05660497769713402,0.9800000190734863
[64],Tanh,0.01,16,1,0.3638346493244171,0.8450000286102295
[64],Tanh,0.01,16,10,0.12933845818042755,0.9375
[64],Tanh,0.01,16,25,0.06297876685857773,0.9700000286102295
[64],Tanh,0.01,16,50,0.04422146826982498,0.9775000214576721
[64],Tanh,0.01,16,100,0.04096334055066109,0.9825000166893005
[64],Tanh,0.01,16,250,0.04597212374210358,0.9900000095367432
[64],Tanh,0.01,32,1,0.3654797077178955,0.8500000238418579
[64],Tanh,0.01,32,10,0.15206438302993774,0.9375
[64],Tanh,0.01,32,25,0.09795419871807098,0.9524999856948853
[64],Tanh,0.01,32,50,0.05991285666823387,0.9674999713897705
[64],Tanh,0.01,32,100,0.03934045135974884,0.9850000143051147
[64],Tanh,0.01,32,250,0.04166596382856369,0.987500011920929
[64],Tanh,0.01,64,1,0.3506510555744171,0.8399999737739563
[64],Tanh,0.01,64,10,0.21103805303573608,0.8999999761581421
[64],Tanh,0.01,64,25,0.11914985626935959,0.9549999833106995
[64],Tanh,0.01,64,50,0.0795641541481018,0.9700000286102295
[64],Tanh,0.01,64,100,0.04898132383823395,0.9750000238418579
[64],Tanh,0.01,64,250,0.05510658770799637,0.9800000190734863
[64],Tanh,0.01,128,1,0.34374138712882996,0.8450000286102295
[64],Tanh,0.01,128,10,0.2928512692451477,0.8725000023841858
[64],Tanh,0.01,128,25,0.17094773054122925,0.9200000166893005
[64],Tanh,0.01,128,50,0.10798504203557968,0.9524999856948853
[64],Tanh,0.01,128,100,0.07015456259250641,0.9674999713897705
[64],Tanh,0.01,128,250,0.07848238945007324,0.9725000262260437
[64],Tanh,0.01,256,1,0.36486339569091797,0.8575000166893005
[64],Tanh,0.01,256,10,0.3278997838497162,0.8550000190734863
[64],Tanh,0.01,256,25,0.23170848190784454,0.8949999809265137
[64],Tanh,0.01,256,50,0.15226131677627563,0.925000011920929
[64],Tanh,0.01,256,100,0.10870461165904999,0.9449999928474426
[64],Tanh,0.01,256,250,0.06838107109069824,0.9775000214576721
[64],Tanh,0.01,512,1,0.43534141778945923,0.8324999809265137
[64],Tanh,0.01,512,10,0.338801771402359,0.8575000166893005
[64],Tanh,0.01,512,25,0.31244122982025146,0.8700000047683716
[64],Tanh,0.01,512,50,0.188379168510437,0.9125000238418579
[64],Tanh,0.01,512,100,0.13073469698429108,0.9424999952316284
[64],Tanh,0.01,512,250,0.08441144973039627,0.9599999785423279
[64],Tanh,0.001,16,1,0.3977764844894409,0.8650000095367432
[64],Tanh,0.001,16,10,0.3401625156402588,0.8500000238418579
[64],Tanh,0.001,16,25,0.2683769166469574,0.8824999928474426
[64],Tanh,0.001,16,50,0.20169168710708618,0.9024999737739563
[64],Tanh,0.001,16,100,0.11114198714494705,0.9524999856948853
[64],Tanh,0.001,16,250,0.055115874856710434,0.9775000214576721
[64],Tanh,0.001,32,1,0.4655764400959015,0.8450000286102295
[64],Tanh,0.001,32,10,0.34347769618034363,0.8500000238418579
[64],Tanh,0.001,32,25,0.3111625909805298,0.8650000095367432
[64],Tanh,0.001,32,50,0.22798654437065125,0.9049999713897705
[64],Tanh,0.001,32,100,0.16200120747089386,0.9175000190734863
[64],Tanh,0.001,32,250,0.07466104626655579,0.9624999761581421
[64],Tanh,0.001,64,1,0.4843742847442627,0.8149999976158142
[64],Tanh,0.001,64,10,0.34462642669677734,0.8475000262260437
[64],Tanh,0.001,64,25,0.3390243947505951,0.8550000190734863
[64],Tanh,0.001,64,50,0.2869380712509155,0.875
[64],Tanh,0.001,64,100,0.20242555439472198,0.9049999713897705
[64],Tanh,0.001,64,250,0.11303407698869705,0.9549999833106995
[64],Tanh,0.001,128,1,0.6142999529838562,0.7450000047683716
[64],Tanh,0.001,128,10,0.353951096534729,0.8475000262260437
[64],Tanh,0.001,128,25,0.34523075819015503,0.8475000262260437
[64],Tanh,0.001,128,50,0.32823675870895386,0.862500011920929
[64],Tanh,0.001,128,100,0.25104567408561707,0.8849999904632568
[64],Tanh,0.001,128,250,0.1670934110879898,0.9125000238418579
[64],Tanh,0.001,256,1,0.6330416202545166,0.6349999904632568
[64],Tanh,0.001,256,10,0.3890058398246765,0.862500011920929
[64],Tanh,0.001,256,25,0.34531962871551514,0.8450000286102295
[64],Tanh,0.001,256,50,0.3408256769180298,0.8525000214576721
[64],Tanh,0.001,256,100,0.3147278130054474,0.8675000071525574
[64],Tanh,0.001,256,250,0.19774441421031952,0.9049999713897705
[64],Tanh,0.001,512,1,0.6533815264701843,0.6349999904632568
[64],Tanh,0.001,512,10,0.43737033009529114,0.8324999809265137
[64],Tanh,0.001,512,25,0.36784154176712036,0.8550000190734863
[64],Tanh,0.001,512,50,0.34507644176483154,0.8475000262260437
[64],Tanh,0.001,512,100,0.3338332772254944,0.8600000143051147
[64],Tanh,0.001,512,250,0.26904845237731934,0.8799999952316284
[64],Tanh,0.0001,16,1,0.6413024067878723,0.6549999713897705
[64],Tanh,0.0001,16,10,0.3937532901763916,0.8475000262260437
[64],Tanh,0.0001,16,25,0.34964239597320557,0.8525000214576721
[64],Tanh,0.0001,16,50,0.33910515904426575,0.8500000238418579
[64],Tanh,0.0001,16,100,0.335509330034256,0.8550000190734863
[64],Tanh,0.0001,16,250,0.2850950062274933,0.8799999952316284
[64],Tanh,0.0001,32,1,0.6829164028167725,0.5475000143051147
[64],Tanh,0.0001,32,10,0.45471417903900146,0.8424999713897705
[64],Tanh,0.0001,32,25,0.35994693636894226,0.8500000238418579
[64],Tanh,0.0001,32,50,0.34754490852355957,0.8424999713897705
[64],Tanh,0.0001,32,100,0.34323370456695557,0.8525000214576721
[64],Tanh,0.0001,32,250,0.3083513379096985,0.875
[64],Tanh,0.0001,64,1,0.7283484935760498,0.47749999165534973
[64],Tanh,0.0001,64,10,0.5584714412689209,0.7425000071525574
[64],Tanh,0.0001,64,25,0.4015111029148102,0.8575000166893005
[64],Tanh,0.0001,64,50,0.3635949194431305,0.8450000286102295
[64],Tanh,0.0001,64,100,0.3447157144546509,0.8475000262260437
[64],Tanh,0.0001,64,250,0.33723071217536926,0.8525000214576721
[64],Tanh,0.0001,128,1,0.6936130523681641,0.5049999952316284
[64],Tanh,0.0001,128,10,0.5883486270904541,0.7749999761581421
[64],Tanh,0.0001,128,25,0.4986927807331085,0.8174999952316284
[64],Tanh,0.0001,128,50,0.4254876375198364,0.8324999809265137
[64],Tanh,0.0001,128,100,0.3546804189682007,0.8450000286102295
[64],Tanh,0.0001,128,250,0.34042495489120483,0.8550000190734863
[64],Tanh,0.0001,256,1,0.6922073364257812,0.5425000190734863
[64],Tanh,0.0001,256,10,0.5911349654197693,0.7300000190734863
[64],Tanh,0.0001,256,25,0.5867830514907837,0.7850000262260437
[64],Tanh,0.0001,256,50,0.48006531596183777,0.8100000023841858
[64],Tanh,0.0001,256,100,0.38900959491729736,0.8525000214576721
[64],Tanh,0.0001,256,250,0.3421107232570648,0.8500000238418579
[64],Tanh,0.0001,512,1,0.7758022546768188,0.35249999165534973
[64],Tanh,0.0001,512,10,0.6908454895019531,0.5099999904632568
[64],Tanh,0.0001,512,25,0.6380406618118286,0.6825000047683716
[64],Tanh,0.0001,512,50,0.5436773896217346,0.7774999737739563
[64],Tanh,0.0001,512,100,0.43539246916770935,0.8450000286102295
[64],Tanh,0.0001,512,250,0.3741247057914734,0.8450000286102295
[64],Linear,10.0,16,1,501.3150634765625,0.7549999952316284
[64],Linear,10.0,16,10,1346.053466796875,0.7950000166893005
[64],Linear,10.0,16,25,629.0990600585938,0.7724999785423279
[64],Linear,10.0,16,50,559.3018188476562,0.699999988079071
[64],Linear,10.0,16,100,813.840576171875,0.8274999856948853
[64],Linear,10.0,16,250,1414.4490966796875,0.6549999713897705
[64],Linear,10.0,32,1,5400.10888671875,0.8274999856948853
[64],Linear,10.0,32,10,1120.158447265625,0.8299999833106995
[64],Linear,10.0,32,25,208.64808654785156,0.7774999737739563
[64],Linear,10.0,32,50,3671.99560546875,0.39500001072883606
[64],Linear,10.0,32,100,45.914031982421875,0.8299999833106995
[64],Linear,10.0,32,250,854.3247680664062,0.6349999904632568
[64],Linear,10.0,64,1,6505.48193359375,0.8349999785423279
[64],Linear,10.0,64,10,14.599749565124512,0.7749999761581421
[64],Linear,10.0,64,25,2186.72412109375,0.8025000095367432
[64],Linear,10.0,64,50,410.6943054199219,0.8025000095367432
[64],Linear,10.0,64,100,2866.600341796875,0.75
[64],Linear,10.0,64,250,2146.638671875,0.7749999761581421
[64],Linear,10.0,128,1,2811.7626953125,0.8100000023841858
[64],Linear,10.0,128,10,20.925928115844727,0.7524999976158142
[64],Linear,10.0,128,25,1.509670376777649,0.8174999952316284
[64],Linear,10.0,128,50,0.45395079255104065,0.7975000143051147
[64],Linear,10.0,128,100,11.137953758239746,0.8274999856948853
[64],Linear,10.0,128,250,55.40934753417969,0.7400000095367432
[64],Linear,10.0,256,1,951.6528930664062,0.8500000238418579
[64],Linear,10.0,256,10,292.9515686035156,0.6675000190734863
[64],Linear,10.0,256,25,6.820341110229492,0.737500011920929
[64],Linear,10.0,256,50,0.40534621477127075,0.7975000143051147
[64],Linear,10.0,256,100,0.4003048241138458,0.8324999809265137
[64],Linear,10.0,256,250,458.91778564453125,0.5525000095367432
[64],Linear,10.0,512,1,1391.24560546875,0.8525000214576721
[64],Linear,10.0,512,10,284.4360656738281,0.8399999737739563
[64],Linear,10.0,512,25,50.928348541259766,0.6274999976158142
[64],Linear,10.0,512,50,2.8099777698516846,0.8274999856948853
[64],Linear,10.0,512,100,7.824626922607422,0.7975000143051147
[64],Linear,10.0,512,250,0.5781792998313904,0.7049999833106995
[64],Linear,1.0,16,1,12.603232383728027,0.7724999785423279
[64],Linear,1.0,16,10,2.0595569610595703,0.8274999856948853
[64],Linear,1.0,16,25,10.64819049835205,0.7350000143051147
[64],Linear,1.0,16,50,80.88777160644531,0.6399999856948853
[64],Linear,1.0,16,100,26.237415313720703,0.7574999928474426
[64],Linear,1.0,16,250,91.93238067626953,0.7250000238418579
[64],Linear,1.0,32,1,10.30965805053711,0.7649999856948853
[64],Linear,1.0,32,10,26.620336532592773,0.7699999809265137
[64],Linear,1.0,32,25,3.8674094676971436,0.8125
[64],Linear,1.0,32,50,11.170135498046875,0.7149999737739563
[64],Linear,1.0,32,100,92.2440414428711,0.6549999713897705
[64],Linear,1.0,32,250,6.977574348449707,0.8199999928474426
[64],Linear,1.0,64,1,6.987903594970703,0.8149999976158142
[64],Linear,1.0,64,10,0.4541732370853424,0.8399999737739563
[64],Linear,1.0,64,25,2.2579097747802734,0.7574999928474426
[64],Linear,1.0,64,50,13.352407455444336,0.5350000262260437
[64],Linear,1.0,64,100,11.980005264282227,0.7049999833106995
[64],Linear,1.0,64,250,2.697829484939575,0.7825000286102295
[64],Linear,1.0,128,1,8.114727973937988,0.7450000047683716
[64],Linear,1.0,128,10,0.6032017469406128,0.8100000023841858
[64],Linear,1.0,128,25,0.3838619887828827,0.8424999713897705
[64],Linear,1.0,128,50,0.3895221948623657,0.8050000071525574
[64],Linear,1.0,128,100,2.5374741554260254,0.8100000023841858
[64],Linear,1.0,128,250,0.351291686296463,0.8700000047683716
[64],Linear,1.0,256,1,32.93809509277344,0.8374999761581421
[64],Linear,1.0,256,10,1.7225826978683472,0.762499988079071
[64],Linear,1.0,256,25,0.34808361530303955,0.8374999761581421
[64],Linear,1.0,256,50,0.3539322316646576,0.8525000214576721
[64],Linear,1.0,256,100,0.34589484333992004,0.8575000166893005
[64],Linear,1.0,256,250,0.3486180901527405,0.8575000166893005
[64],Linear,1.0,512,1,32.139305114746094,0.8149999976158142
[64],Linear,1.0,512,10,7.535942554473877,0.824999988079071
