hidden_layers,activation_fn,learning_rate,batch_size,epochs,test_loss,test_accuracy
[4],Sigmoid,0.0001,16,50,0.5302032232284546,0.6850000023841858
[4],Sigmoid,0.0001,16,100,0.39854374527931213,0.8550000190734863
[4],Sigmoid,0.0001,16,250,0.3526826500892639,0.8525000214576721
[4],Sigmoid,0.0001,32,1,0.7446232438087463,0.3149999976158142
[4],Sigmoid,0.0001,32,10,0.6660895347595215,0.6875
[4],Sigmoid,0.0001,32,25,0.6006518006324768,0.6850000023841858
[4],Sigmoid,0.0001,32,50,0.5797058939933777,0.6875
[4],Sigmoid,0.0001,32,100,0.4913019835948944,0.7599999904632568
[4],Sigmoid,0.0001,32,250,0.3810354173183441,0.8475000262260437
[4],Sigmoid,0.0001,64,1,0.9308616518974304,0.3149999976158142
[4],Sigmoid,0.0001,64,10,0.7760823965072632,0.3149999976158142
[4],Sigmoid,0.0001,64,25,0.6464897990226746,0.6850000023841858
[4],Sigmoid,0.0001,64,50,0.6351571083068848,0.6850000023841858
[4],Sigmoid,0.0001,64,100,0.5308841466903687,0.6924999952316284
[4],Sigmoid,0.0001,64,250,0.40592440962791443,0.8650000095367432
[4],Sigmoid,0.0001,128,1,0.612464964389801,0.6850000023841858
[4],Sigmoid,0.0001,128,10,0.6961858868598938,0.44999998807907104
[4],Sigmoid,0.0001,128,25,0.9486669898033142,0.3149999976158142
[4],Sigmoid,0.0001,128,50,0.6098431944847107,0.6850000023841858
[4],Sigmoid,0.0001,128,100,0.6261783242225647,0.6850000023841858
[4],Sigmoid,0.0001,128,250,0.544554591178894,0.6924999952316284
[4],Sigmoid,0.0001,256,1,0.7151718139648438,0.41499999165534973
[4],Sigmoid,0.0001,256,10,0.6331996321678162,0.6850000023841858
[4],Sigmoid,0.0001,256,25,0.6333649158477783,0.6850000023841858
[4],Sigmoid,0.0001,256,50,0.8537918329238892,0.3149999976158142
[4],Sigmoid,0.0001,256,100,0.7178431749343872,0.4025000035762787
[4],Sigmoid,0.0001,256,250,0.5855567455291748,0.6850000023841858
[4],Sigmoid,0.0001,512,1,1.2667124271392822,0.3149999976158142
[4],Sigmoid,0.0001,512,10,0.8383220434188843,0.3149999976158142
[4],Sigmoid,0.0001,512,25,0.6367577910423279,0.6800000071525574
[4],Sigmoid,0.0001,512,50,0.6217790246009827,0.6850000023841858
[4],Sigmoid,0.0001,512,100,0.8386707305908203,0.3149999976158142
[4],Sigmoid,0.0001,512,250,0.6406126618385315,0.6850000023841858
[4],Tanh,10.0,16,1,1.4519764184951782,0.6499999761581421
[4],Tanh,10.0,16,10,4.960713863372803,0.6850000023841858
[4],Tanh,10.0,16,25,3.8428521156311035,0.7549999952316284
[4],Tanh,10.0,16,50,4.632844924926758,0.574999988079071
[4],Tanh,10.0,16,100,7.317879676818848,0.7400000095367432
[4],Tanh,10.0,16,250,3.9025521278381348,0.675000011920929
[4],Tanh,10.0,32,1,4.1144232749938965,0.6549999713897705
[4],Tanh,10.0,32,10,1.20354425907135,0.6850000023841858
[4],Tanh,10.0,32,25,4.4130539894104,0.4650000035762787
[4],Tanh,10.0,32,50,0.822451651096344,0.7450000047683716
[4],Tanh,10.0,32,100,3.164031982421875,0.6600000262260437
[4],Tanh,10.0,32,250,4.376974582672119,0.7049999833106995
[4],Tanh,10.0,64,1,3.2335422039031982,0.6399999856948853
[4],Tanh,10.0,64,10,1.7169203758239746,0.7699999809265137
[4],Tanh,10.0,64,25,1.572676420211792,0.6850000023841858
[4],Tanh,10.0,64,50,1.7050578594207764,0.7450000047683716
[4],Tanh,10.0,64,100,2.625607967376709,0.6974999904632568
[4],Tanh,10.0,64,250,1.1633952856063843,0.6725000143051147
[4],Tanh,10.0,128,1,4.772821426391602,0.6700000166893005
[4],Tanh,10.0,128,10,1.6940470933914185,0.7024999856948853
[4],Tanh,10.0,128,25,0.5373939275741577,0.8149999976158142
[4],Tanh,10.0,128,50,1.5351176261901855,0.8324999809265137
[4],Tanh,10.0,128,100,1.4091781377792358,0.6850000023841858
[4],Tanh,10.0,128,250,1.8421144485473633,0.7649999856948853
[4],Tanh,10.0,256,1,5.612834453582764,0.6349999904632568
[4],Tanh,10.0,256,10,1.6669923067092896,0.6675000190734863
[4],Tanh,10.0,256,25,1.4022923707962036,0.7325000166893005
[4],Tanh,10.0,256,50,0.9943671226501465,0.7574999928474426
[4],Tanh,10.0,256,100,0.8082529306411743,0.7400000095367432
[4],Tanh,10.0,256,250,0.8603518009185791,0.6974999904632568
[4],Tanh,10.0,512,1,10.844290733337402,0.7724999785423279
[4],Tanh,10.0,512,10,1.0942027568817139,0.6924999952316284
[4],Tanh,10.0,512,25,0.9836108684539795,0.6850000023841858
[4],Tanh,10.0,512,50,0.8739962577819824,0.6800000071525574
[4],Tanh,10.0,512,100,1.6605955362319946,0.7200000286102295
[4],Tanh,10.0,512,250,0.5901522636413574,0.6924999952316284
[4],Tanh,1.0,16,1,0.9185899496078491,0.7799999713897705
[4],Tanh,1.0,16,10,0.5950499176979065,0.800000011920929
[4],Tanh,1.0,16,25,0.7945975661277771,0.6899999976158142
[4],Tanh,1.0,16,50,0.4988142251968384,0.7250000238418579
[4],Tanh,1.0,16,100,0.7713316082954407,0.6499999761581421
[4],Tanh,1.0,16,250,0.9970746040344238,0.7950000166893005
[4],Tanh,1.0,32,1,0.5109622478485107,0.7900000214576721
[4],Tanh,1.0,32,10,0.44405311346054077,0.7850000262260437
[4],Tanh,1.0,32,25,0.41978591680526733,0.8224999904632568
[4],Tanh,1.0,32,50,0.43962913751602173,0.7875000238418579
[4],Tanh,1.0,32,100,0.516554057598114,0.7674999833106995
[4],Tanh,1.0,32,250,0.40144839882850647,0.8399999737739563
[4],Tanh,1.0,64,1,0.5133734345436096,0.7825000286102295
[4],Tanh,1.0,64,10,0.4030326008796692,0.8174999952316284
[4],Tanh,1.0,64,25,0.4278119206428528,0.8299999833106995
[4],Tanh,1.0,64,50,0.4268763065338135,0.8475000262260437
[4],Tanh,1.0,64,100,0.37872999906539917,0.8299999833106995
[4],Tanh,1.0,64,250,0.3790036141872406,0.8600000143051147
[4],Tanh,1.0,128,1,0.8282829523086548,0.7975000143051147
[4],Tanh,1.0,128,10,0.4095073342323303,0.8349999785423279
[4],Tanh,1.0,128,25,0.44695937633514404,0.7749999761581421
[4],Tanh,1.0,128,50,0.3801543116569519,0.8424999713897705
[4],Tanh,1.0,128,100,0.5161597728729248,0.8149999976158142
[4],Tanh,1.0,128,250,0.38392117619514465,0.800000011920929
[4],Tanh,1.0,256,1,0.9947662949562073,0.7524999976158142
[4],Tanh,1.0,256,10,0.4209372401237488,0.8399999737739563
[4],Tanh,1.0,256,25,0.44117501378059387,0.800000011920929
[4],Tanh,1.0,256,50,0.37758347392082214,0.8424999713897705
[4],Tanh,1.0,256,100,0.3813612461090088,0.8349999785423279
[4],Tanh,1.0,256,250,0.3651731610298157,0.8650000095367432
[4],Tanh,1.0,512,1,0.5418795943260193,0.75
[4],Tanh,1.0,512,10,0.4625627100467682,0.7799999713897705
[4],Tanh,1.0,512,25,0.3946203887462616,0.8125
[4],Tanh,1.0,512,50,0.38900142908096313,0.8450000286102295
[4],Tanh,1.0,512,100,0.41118794679641724,0.8299999833106995
[4],Tanh,1.0,512,250,0.3497818410396576,0.8575000166893005
[4],Tanh,0.1,16,1,0.35642462968826294,0.8399999737739563
[4],Tanh,0.1,16,10,0.327116996049881,0.8675000071525574
[4],Tanh,0.1,16,25,0.27978846430778503,0.8600000143051147
[4],Tanh,0.1,16,50,0.27125266194343567,0.8949999809265137
[4],Tanh,0.1,16,100,0.31648576259613037,0.8700000047683716
[4],Tanh,0.1,16,250,0.3411753475666046,0.8650000095367432
[4],Tanh,0.1,32,1,0.349394828081131,0.8475000262260437
[4],Tanh,0.1,32,10,0.33041930198669434,0.862500011920929
[4],Tanh,0.1,32,25,0.2525007724761963,0.8774999976158142
[4],Tanh,0.1,32,50,0.2353297621011734,0.9049999713897705
[4],Tanh,0.1,32,100,0.2664358615875244,0.8949999809265137
[4],Tanh,0.1,32,250,0.2531173527240753,0.8924999833106995
[4],Tanh,0.1,64,1,0.38648250699043274,0.8450000286102295
[4],Tanh,0.1,64,10,0.2980383634567261,0.8725000023841858
[4],Tanh,0.1,64,25,0.29021233320236206,0.8600000143051147
[4],Tanh,0.1,64,50,0.25251951813697815,0.8899999856948853
[4],Tanh,0.1,64,100,0.3103083372116089,0.8475000262260437
[4],Tanh,0.1,64,250,0.3068164885044098,0.8475000262260437
[4],Tanh,0.1,128,1,0.37742024660110474,0.8274999856948853
[4],Tanh,0.1,128,10,0.30276742577552795,0.8650000095367432
[4],Tanh,0.1,128,25,0.2480761855840683,0.887499988079071
[4],Tanh,0.1,128,50,0.24817690253257751,0.8799999952316284
[4],Tanh,0.1,128,100,0.26072874665260315,0.8725000023841858
[4],Tanh,0.1,128,250,0.2619028091430664,0.8799999952316284
[4],Tanh,0.1,256,1,0.35343265533447266,0.8424999713897705
[4],Tanh,0.1,256,10,0.31116607785224915,0.8650000095367432
[4],Tanh,0.1,256,25,0.2757040560245514,0.8725000023841858
[4],Tanh,0.1,256,50,0.28124597668647766,0.8600000143051147
[4],Tanh,0.1,256,100,0.25909823179244995,0.8949999809265137
[4],Tanh,0.1,256,250,0.24466055631637573,0.9049999713897705
[4],Tanh,0.1,512,1,0.5429556369781494,0.6850000023841858
[4],Tanh,0.1,512,10,0.3277587592601776,0.8550000190734863
[4],Tanh,0.1,512,25,0.27896496653556824,0.8675000071525574
[4],Tanh,0.1,512,50,0.31986546516418457,0.862500011920929
[4],Tanh,0.1,512,100,0.28788357973098755,0.8700000047683716
[4],Tanh,0.1,512,250,0.2471666932106018,0.8949999809265137
[4],Tanh,0.01,16,1,0.34578266739845276,0.8525000214576721
[4],Tanh,0.01,16,10,0.2752847373485565,0.8824999928474426
[4],Tanh,0.01,16,25,0.2994364798069,0.8675000071525574
[4],Tanh,0.01,16,50,0.22907477617263794,0.8949999809265137
[4],Tanh,0.01,16,100,0.2195761650800705,0.9024999737739563
[4],Tanh,0.01,16,250,0.21257667243480682,0.9049999713897705
[4],Tanh,0.01,32,1,0.35929596424102783,0.8450000286102295
[4],Tanh,0.01,32,10,0.2834792733192444,0.8824999928474426
[4],Tanh,0.01,32,25,0.2785473167896271,0.8675000071525574
[4],Tanh,0.01,32,50,0.23526759445667267,0.8849999904632568
[4],Tanh,0.01,32,100,0.23193228244781494,0.8974999785423279
[4],Tanh,0.01,32,250,0.24578511714935303,0.8949999809265137
[4],Tanh,0.01,64,1,0.40834808349609375,0.8374999761581421
[4],Tanh,0.01,64,10,0.3253840506076813,0.8650000095367432
[4],Tanh,0.01,64,25,0.30638548731803894,0.8774999976158142
[4],Tanh,0.01,64,50,0.29584991931915283,0.8600000143051147
[4],Tanh,0.01,64,100,0.2397085428237915,0.8799999952316284
[4],Tanh,0.01,64,250,0.2121908962726593,0.8999999761581421
[4],Tanh,0.01,128,1,0.6615674495697021,0.5774999856948853
[4],Tanh,0.01,128,10,0.3373650014400482,0.862500011920929
[4],Tanh,0.01,128,25,0.3411552309989929,0.8500000238418579
[4],Tanh,0.01,128,50,0.2807820439338684,0.8774999976158142
[4],Tanh,0.01,128,100,0.25624918937683105,0.8700000047683716
[4],Tanh,0.01,128,250,0.2786182463169098,0.8575000166893005
[4],Tanh,0.01,256,1,0.5405563116073608,0.7825000286102295
[4],Tanh,0.01,256,10,0.3421398401260376,0.8450000286102295
[4],Tanh,0.01,256,25,0.3509577214717865,0.8550000190734863
[4],Tanh,0.01,256,50,0.321023166179657,0.8374999761581421
[4],Tanh,0.01,256,100,0.2640433609485626,0.8899999856948853
[4],Tanh,0.01,256,250,0.2744804322719574,0.8799999952316284
[4],Tanh,0.01,512,1,0.5965104103088379,0.7450000047683716
[4],Tanh,0.01,512,10,0.35649657249450684,0.8550000190734863
[4],Tanh,0.01,512,25,0.340355783700943,0.8575000166893005
[4],Tanh,0.01,512,50,0.3489810824394226,0.8399999737739563
[4],Tanh,0.01,512,100,0.28299954533576965,0.8774999976158142
[4],Tanh,0.01,512,250,0.29580193758010864,0.8725000023841858
[4],Tanh,0.001,16,1,0.7844808101654053,0.3100000023841858
[4],Tanh,0.001,16,10,0.34808239340782166,0.8475000262260437
[4],Tanh,0.001,16,25,0.33922499418258667,0.8600000143051147
[4],Tanh,0.001,16,50,0.3200437128543854,0.875
[4],Tanh,0.001,16,100,0.289632111787796,0.8650000095367432
[4],Tanh,0.001,16,250,0.2722824811935425,0.8774999976158142
[4],Tanh,0.001,32,1,0.8035169243812561,0.3675000071525574
[4],Tanh,0.001,32,10,0.36430859565734863,0.8500000238418579
[4],Tanh,0.001,32,25,0.34611058235168457,0.8475000262260437
[4],Tanh,0.001,32,50,0.331678569316864,0.8600000143051147
[4],Tanh,0.001,32,100,0.31158897280693054,0.8700000047683716
[4],Tanh,0.001,32,250,0.27485817670822144,0.8725000023841858
[4],Tanh,0.001,64,1,0.7899357080459595,0.4625000059604645
[4],Tanh,0.001,64,10,0.4941195249557495,0.7900000214576721
[4],Tanh,0.001,64,25,0.34917980432510376,0.8424999713897705
[4],Tanh,0.001,64,50,0.34122899174690247,0.8500000238418579
[4],Tanh,0.001,64,100,0.31979086995124817,0.875
[4],Tanh,0.001,64,250,0.2975667417049408,0.8575000166893005
[4],Tanh,0.001,128,1,0.7679861187934875,0.32249999046325684
[4],Tanh,0.001,128,10,0.5088403224945068,0.8299999833106995
[4],Tanh,0.001,128,25,0.4192497134208679,0.8299999833106995
[4],Tanh,0.001,128,50,0.34582674503326416,0.8500000238418579
[4],Tanh,0.001,128,100,0.34462612867355347,0.8424999713897705
[4],Tanh,0.001,128,250,0.29447218775749207,0.8650000095367432
[4],Tanh,0.001,256,1,0.601163923740387,0.699999988079071
[4],Tanh,0.001,256,10,0.6059005856513977,0.6850000023841858
[4],Tanh,0.001,256,25,0.5716236233711243,0.7074999809265137
[4],Tanh,0.001,256,50,0.3885449469089508,0.8450000286102295
[4],Tanh,0.001,256,100,0.3463622033596039,0.8550000190734863
[4],Tanh,0.001,256,250,0.3278901278972626,0.8725000023841858
[4],Tanh,0.001,512,1,0.6612785458564758,0.6324999928474426
[4],Tanh,0.001,512,10,0.6952288150787354,0.46000000834465027
[4],Tanh,0.001,512,25,0.5618009567260742,0.762499988079071
[4],Tanh,0.001,512,50,0.44809478521347046,0.8274999856948853
[4],Tanh,0.001,512,100,0.36771973967552185,0.8500000238418579
[4],Tanh,0.001,512,250,0.34120801091194153,0.8475000262260437
[4],Tanh,0.0001,16,1,0.5916447639465332,0.6850000023841858
[4],Tanh,0.0001,16,10,0.8383666276931763,0.39250001311302185
[4],Tanh,0.0001,16,25,0.5093119144439697,0.8374999761581421
[4],Tanh,0.0001,16,50,0.3750806450843811,0.8399999737739563
[4],Tanh,0.0001,16,100,0.3511297106742859,0.8500000238418579
[4],Tanh,0.0001,16,250,0.33614566922187805,0.8650000095367432
[4],Tanh,0.0001,32,1,0.59855717420578,0.6850000023841858
[4],Tanh,0.0001,32,10,0.6912539601325989,0.4650000035762787
[4],Tanh,0.0001,32,25,0.5742924213409424,0.7875000238418579
[4],Tanh,0.0001,32,50,0.5501978397369385,0.7900000214576721
[4],Tanh,0.0001,32,100,0.3715466260910034,0.8424999713897705
[4],Tanh,0.0001,32,250,0.3463148772716522,0.8525000214576721
[4],Tanh,0.0001,64,1,0.6520039439201355,0.6324999928474426
[4],Tanh,0.0001,64,10,0.7547870874404907,0.33000001311302185
[4],Tanh,0.0001,64,25,0.6599042415618896,0.6175000071525574
[4],Tanh,0.0001,64,50,0.6216605305671692,0.75
[4],Tanh,0.0001,64,100,0.5189862251281738,0.7749999761581421
[4],Tanh,0.0001,64,250,0.34967589378356934,0.8500000238418579
[4],Tanh,0.0001,128,1,0.7837515473365784,0.33500000834465027
[4],Tanh,0.0001,128,10,0.7155853509902954,0.550000011920929
[4],Tanh,0.0001,128,25,0.7866993546485901,0.32249999046325684
[4],Tanh,0.0001,128,50,0.607667863368988,0.7425000071525574
[4],Tanh,0.0001,128,100,0.5135058760643005,0.7599999904632568
[4],Tanh,0.0001,128,250,0.37781211733818054,0.8575000166893005
[4],Tanh,0.0001,256,1,0.8241821527481079,0.32249999046325684
[4],Tanh,0.0001,256,10,0.7771530747413635,0.35749998688697815
[4],Tanh,0.0001,256,25,0.8438657522201538,0.3174999952316284
[4],Tanh,0.0001,256,50,0.6962845325469971,0.5024999976158142
[4],Tanh,0.0001,256,100,0.5772602558135986,0.7275000214576721
[4],Tanh,0.0001,256,250,0.47038525342941284,0.8075000047683716
[4],Tanh,0.0001,512,1,0.6750074625015259,0.6725000143051147
[4],Tanh,0.0001,512,10,0.8565303683280945,0.3174999952316284
[4],Tanh,0.0001,512,25,0.7995336055755615,0.35749998688697815
[4],Tanh,0.0001,512,50,0.7904077768325806,0.3100000023841858
[4],Tanh,0.0001,512,100,0.5971707105636597,0.7524999976158142
[4],Tanh,0.0001,512,250,0.6044816374778748,0.7325000166893005
[4],Linear,10.0,16,1,40.5020751953125,0.8100000023841858
[4],Linear,10.0,16,10,59.922157287597656,0.6850000023841858
[4],Linear,10.0,16,25,16.880868911743164,0.7950000166893005
[4],Linear,10.0,16,50,55.40752410888672,0.4950000047683716
[4],Linear,10.0,16,100,150.69773864746094,0.8399999737739563
[4],Linear,10.0,16,250,3.8651888370513916,0.800000011920929
[4],Linear,10.0,32,1,32.21051025390625,0.7850000262260437
[4],Linear,10.0,32,10,109.78466796875,0.7925000190734863
[4],Linear,10.0,32,25,0.5465129613876343,0.7450000047683716
[4],Linear,10.0,32,50,24.482553482055664,0.33250001072883606
[4],Linear,10.0,32,100,46.4516487121582,0.8324999809265137
[4],Linear,10.0,32,250,46.180938720703125,0.8125
[4],Linear,10.0,64,1,101.84185791015625,0.8149999976158142
[4],Linear,10.0,64,10,18.529253005981445,0.5724999904632568
[4],Linear,10.0,64,25,24.549421310424805,0.8199999928474426
[4],Linear,10.0,64,50,10.841935157775879,0.6474999785423279
[4],Linear,10.0,64,100,17.228235244750977,0.8100000023841858
[4],Linear,10.0,64,250,49.41983413696289,0.5849999785423279
[4],Linear,10.0,128,1,296.6859436035156,0.8100000023841858
[4],Linear,10.0,128,10,2.088468074798584,0.7774999737739563
[4],Linear,10.0,128,25,16.105113983154297,0.7300000190734863
[4],Linear,10.0,128,50,60.80927658081055,0.8075000047683716
[4],Linear,10.0,128,100,1.9455914497375488,0.7950000166893005
[4],Linear,10.0,128,250,25.383647918701172,0.7825000286102295
[4],Linear,10.0,256,1,79.31648254394531,0.8100000023841858
[4],Linear,10.0,256,10,8.07394790649414,0.8299999833106995
[4],Linear,10.0,256,25,1.5003434419631958,0.33000001311302185
[4],Linear,10.0,256,50,0.3631305694580078,0.862500011920929
[4],Linear,10.0,256,100,1.2706345319747925,0.7250000238418579
[4],Linear,10.0,256,250,191.19790649414062,0.762499988079071
[4],Linear,10.0,512,1,129.10177612304688,0.8349999785423279
[4],Linear,10.0,512,10,53.600502014160156,0.375
[4],Linear,10.0,512,25,4.093461513519287,0.824999988079071
[4],Linear,10.0,512,50,0.4399675726890564,0.8575000166893005
[4],Linear,10.0,512,100,10.425928115844727,0.8075000047683716
[4],Linear,10.0,512,250,266.07257080078125,0.45500001311302185
[4],Linear,1.0,16,1,0.48847636580467224,0.8100000023841858
[4],Linear,1.0,16,10,0.6518064737319946,0.6800000071525574
[4],Linear,1.0,16,25,3.049076557159424,0.7325000166893005
[4],Linear,1.0,16,50,0.5577210783958435,0.7925000190734863
[4],Linear,1.0,16,100,0.5037282705307007,0.7574999928474426
[4],Linear,1.0,16,250,7.586676120758057,0.4650000035762787
[4],Linear,1.0,32,1,0.9207399487495422,0.7925000190734863
[4],Linear,1.0,32,10,0.6945094466209412,0.7524999976158142
[4],Linear,1.0,32,25,0.48571109771728516,0.8050000071525574
[4],Linear,1.0,32,50,0.4668155312538147,0.7799999713897705
[4],Linear,1.0,32,100,0.5830399990081787,0.7450000047683716
[4],Linear,1.0,32,250,0.3901031017303467,0.8199999928474426
[4],Linear,1.0,64,1,1.6862472295761108,0.6825000047683716
[4],Linear,1.0,64,10,0.4024631381034851,0.8224999904632568
[4],Linear,1.0,64,25,1.0948574542999268,0.6825000047683716
[4],Linear,1.0,64,50,0.3405555784702301,0.8600000143051147
[4],Linear,1.0,64,100,0.42818066477775574,0.8550000190734863
[4],Linear,1.0,64,250,0.3472719192504883,0.8450000286102295
[4],Linear,1.0,128,1,0.6042356491088867,0.7950000166893005
[4],Linear,1.0,128,10,0.3586196005344391,0.8475000262260437
[4],Linear,1.0,128,25,0.4737037420272827,0.8374999761581421
[4],Linear,1.0,128,50,0.5052018761634827,0.8174999952316284
[4],Linear,1.0,128,100,0.36490198969841003,0.8475000262260437
[4],Linear,1.0,128,250,0.5774073600769043,0.7475000023841858
[4],Linear,1.0,256,1,1.8591430187225342,0.8450000286102295
[4],Linear,1.0,256,10,0.40726223587989807,0.8149999976158142
[4],Linear,1.0,256,25,0.3439590036869049,0.8575000166893005
[4],Linear,1.0,256,50,0.3524702191352844,0.8525000214576721
[4],Linear,1.0,256,100,0.3868022561073303,0.8125
[4],Linear,1.0,256,250,0.40611183643341064,0.8424999713897705
[4],Linear,1.0,512,1,2.6023361682891846,0.800000011920929
[4],Linear,1.0,512,10,0.4414635896682739,0.800000011920929
[4],Linear,1.0,512,25,0.35171329975128174,0.8575000166893005
[4],Linear,1.0,512,50,0.340861052274704,0.8500000238418579
[4],Linear,1.0,512,100,0.3403933048248291,0.8475000262260437
[4],Linear,1.0,512,250,0.3603290319442749,0.8450000286102295
[4],Linear,0.1,16,1,0.36285361647605896,0.8450000286102295
[4],Linear,0.1,16,10,0.3548954725265503,0.8450000286102295
[4],Linear,0.1,16,25,0.3514311611652374,0.8575000166893005
[4],Linear,0.1,16,50,0.3615788221359253,0.8575000166893005
[4],Linear,0.1,16,100,0.3713129758834839,0.8550000190734863
[4],Linear,0.1,16,250,0.41743478178977966,0.8174999952316284
[4],Linear,0.1,32,1,0.3592274487018585,0.8274999856948853
[4],Linear,0.1,32,10,0.368430495262146,0.8500000238418579
[4],Linear,0.1,32,25,0.35617583990097046,0.8450000286102295
[4],Linear,0.1,32,50,0.38962581753730774,0.8149999976158142
[4],Linear,0.1,32,100,0.35434645414352417,0.862500011920929
[4],Linear,0.1,32,250,0.3402324318885803,0.8525000214576721
[4],Linear,0.1,64,1,0.3481036126613617,0.8374999761581421
[4],Linear,0.1,64,10,0.35904940962791443,0.8299999833106995
[4],Linear,0.1,64,25,0.3523350656032562,0.8550000190734863
[4],Linear,0.1,64,50,0.3451034426689148,0.8475000262260437
[4],Linear,0.1,64,100,0.35740384459495544,0.8500000238418579
[4],Linear,0.1,64,250,0.35152506828308105,0.8424999713897705
[4],Linear,0.1,128,1,0.3575921654701233,0.8500000238418579
[4],Linear,0.1,128,10,0.3498116731643677,0.8475000262260437
[4],Linear,0.1,128,25,0.3615953028202057,0.8550000190734863
[4],Linear,0.1,128,50,0.3483940362930298,0.8475000262260437
